Model,Year,Mileage,V_engine,EngineType,HorsePower,Selector,Color,CarBodyType,Drive,Price
Infiniti QX56 II,2011,70232.0,5.6,Бензин,405.0,автомат,белый,внедорожник 5 дв.,полный,2399000.0
Ford Focus II Рестайлинг,2010,316000.0,1.6,Бензин,100.0,механика,белый,хэтчбек 5 дв.,передний,320000.0
Toyota Land Cruiser 200 Series Рестайлинг 2,2016,135000.0,4.5,Дизель,249.0,автомат,коричневый,внедорожник 5 дв.,полный,4550000.0
Kia Sportage IV Рестайлинг,2019,49712.0,2.0,Бензин,150.0,автомат,белый,внедорожник 5 дв.,передний,1870000.0
Hyundai Solaris I Рестайлинг,2015,270065.0,1.6,Бензин,123.0,автомат,белый,седан,передний,530000.0
Volkswagen Golf VI,2011,65150.0,1.6,Бензин,102.0,механика,белый,хэтчбек 5 дв.,передний,848000.0
ЗАЗ Chance,2011,106000.0,1.3,Бензин,70.0,механика,голубой,седан,передний,145555.0
Kia Ceed I Рестайлинг,2012,198000.0,1.6,Бензин,125.0,автомат,бежевый,универсал 5 дв.,передний,638000.0
"Toyota Corolla IX (E120, E130) Рестайлинг",2006,160000.0,1.6,Бензин,110.0,механика,серебристый,седан,передний,478000.0
Nissan Qashqai II,2015,139000.0,2.0,Бензин,144.0,вариатор,чёрный,внедорожник 5 дв.,передний,1370000.0
Mitsubishi Lancer IX Рестайлинг,2006,218000.0,2.0,Бензин,135.0,автомат,чёрный,седан,передний,285000.0
Dodge Caravan IV,2002,215000.0,2.4,Бензин,152.0,автомат,синий,минивэн,передний,270000.0
Lifan X60 I Рестайлинг,2016,120000.0,1.8,Бензин,128.0,механика,серый,внедорожник 5 дв.,передний,559000.0
Toyota RAV4 III (XA30) Рестайлинг,2010,148000.0,2.0,Бензин,158.0,вариатор,белый,внедорожник 5 дв.,полный,975000.0
LADA (ВАЗ) 2110,1998,299999.0,1.5,Бензин,79.0,механика,жёлтый,седан,передний,40000.0
Opel Astra K,2017,111000.0,1.6,Дизель,136.0,автомат,белый,универсал 5 дв.,передний,1269000.0
Chevrolet Lanos I,2005,286000.0,1.5,Бензин,86.0,механика,синий,седан,передний,95000.0
LADA (ВАЗ) 2110,2006,280000.0,1.6,Бензин,90.0,механика,зелёный,седан,передний,71000.0
Chevrolet Lacetti,2012,260000.0,1.6,Бензин,109.0,механика,белый,универсал 5 дв.,передний,320000.0
Kia Cerato III Рестайлинг (Classic),2019,50670.0,2.0,Бензин,150.0,автомат,белый,седан,передний,1380000.0
Geely Tugella I,2021,0.0,2.0,Бензин,238.0,автомат,Flagship,внедорожник 5 дв.,полный,2799990.0
Nissan Qashqai II,2016,43000.0,2.0,Бензин,144.0,вариатор,красный,внедорожник 5 дв.,передний,1600000.0
LADA (ВАЗ) Priora I Рестайлинг,2013,133000.0,1.6,Бензин,98.0,механика,синий,хэтчбек 5 дв.,передний,264000.0
Geely Tugella I,2021,0.0,2.0,Бензин,238.0,автомат,Flagship,внедорожник 5 дв.,полный,2799990.0
Kia Rio III Рестайлинг,2015,30075.0,1.6,Бензин,123.0,механика,белый,хэтчбек 5 дв.,передний,690000.0
Audi A4 IV (B8) Рестайлинг,2013,101000.0,2.0,Бензин,211.0,робот,чёрный,седан,полный,1299000.0
LADA (ВАЗ) 2107,2002,68725.0,1.6,Бензин,74.0,механика,красный,седан,задний,70000.0
Skoda Karoq I,2020,34750.0,1.4,Бензин,150.0,автомат,чёрный,внедорожник 5 дв.,передний,2030000.0
Kia Optima III,2011,202644.0,2.4,Бензин,180.0,автомат,коричневый,седан,передний,940000.0
Nissan X-Trail III Рестайлинг,2021,0.0,2.0,Бензин,144.0,механика,XE,внедорожник 5 дв.,передний,1997000.0
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,2010,105000.0,1.7,Бензин,83.0,механика,белый,внедорожник 3 дв.,полный,215000.0
Volkswagen Tiguan II,2018,68000.0,1.4,Бензин,150.0,робот,коричневый,внедорожник 5 дв.,полный,2100000.0
Volkswagen Passat B3,1993,280000.0,1.8,Бензин,90.0,механика,синий,седан,передний,110000.0
"Mercedes-Benz S-Класс 350 CDI BlueTEC VI (W222, C217)",2014,135000.0,3.0,Дизель,249.0,автомат,чёрный,седан,полный,3100000.0
Nissan Cube III (Z12),2009,185000.0,1.5,Бензин,109.0,вариатор,коричневый,компактвэн,передний,530000.0
Mazda CX-5 II,2021,0.0,2.0,Бензин,150.0,автомат,Active,внедорожник 5 дв.,полный,2309000.0
Opel Astra GTC H Рестайлинг,2011,160000.0,1.6,Бензин,115.0,робот,чёрный,хэтчбек 3 дв.,передний,326000.0
Volkswagen Jetta VI Рестайлинг,2015,100000.0,1.6,Бензин,105.0,автомат,синий,седан,передний,778000.0
BMW 5 серии 530i V (E60/E61) Рестайлинг,2007,230000.0,3.0,Бензин,272.0,механика,чёрный,седан,задний,715000.0
Isuzu Gemini III,1991,280000.0,1.5,Бензин,100.0,автомат,оранжевый,хэтчбек 3 дв.,передний,200000.0
BMW 5 серии 535i IV (E39) Рестайлинг,2001,324000.0,3.5,Бензин,245.0,автомат,чёрный,седан,задний,550000.0
Volkswagen Polo V,2013,159467.0,1.6,Бензин,105.0,автомат,чёрный,седан,передний,619000.0
Subaru Impreza II Рестайлинг 2,2006,210000.0,1.5,Бензин,105.0,механика,чёрный,седан,полный,365000.0
Volkswagen Polo V Рестайлинг,2017,68000.0,1.6,Бензин,110.0,автомат,белый,седан,передний,810000.0
Zotye T600,2018,62000.0,1.5,Бензин,149.0,механика,белый,внедорожник 5 дв.,передний,745000.0
Geely Coolray I,2021,0.0,1.5,Бензин,150.0,робот,Flagship,внедорожник 5 дв.,передний,1666990.0
Renault Logan II,2014,43600.0,1.6,Бензин,102.0,механика,белый,седан,передний,620000.0
Hyundai Getz I Рестайлинг,2007,72750.0,1.6,Бензин,105.0,автомат,чёрный,хэтчбек 5 дв.,передний,360000.0
Hyundai i40 I,2013,131000.0,2.0,Бензин,150.0,автомат,белый,седан,передний,820000.0
Suzuki Grand Vitara III,2007,125000.0,2.0,Бензин,140.0,автомат,чёрный,внедорожник 5 дв.,полный,650000.0
BMW X6 50i I (E71),2009,233893.0,4.4,Бензин,407.0,автомат,чёрный,внедорожник 5 дв.,полный,1124000.0
"Mercedes-Benz S-Класс 500 Long VI (W222, C217)",2016,104787.0,4.7,Бензин,455.0,автомат,серый,седан,полный,3990000.0
Mercedes-Benz GLE 450 II (V167),2020,31620.0,3.0,Бензин,367.0,автомат,чёрный,внедорожник 5 дв.,полный,7749000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Invite,внедорожник 5 дв.,полный,1909000.0
Lexus LS Long 460 L IV Рестайлинг 2,2012,151573.0,4.6,Бензин,370.0,автомат,чёрный,седан,полный,2399000.0
Audi Q3 I (8U),2012,132000.0,2.0,Дизель,177.0,робот,серый,внедорожник 5 дв.,полный,1185000.0
Kia Rio X-Line IV,2020,9947.0,1.6,Бензин,123.0,автомат,белый,хэтчбек 5 дв.,передний,1239000.0
Mercedes-Benz M-Класс 350 CDI III (W166),2012,173288.0,3.0,Дизель,258.0,автомат,коричневый,внедорожник 5 дв.,полный,1917000.0
Skoda Fabia II Рестайлинг,2012,80000.0,1.6,Бензин,105.0,автомат,серый,хэтчбек 5 дв.,передний,699000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,2360000.0
"BMW 4 серии 420i G22, G23",2021,3670.0,2.0,Бензин,184.0,автомат,чёрный,купе,задний,4580000.0
Audi e-tron 55 I,2021,4242.0,300.0,Электро,408.0,Заряд на436км,красный,внедорожник 5 дв.,полный,8000000.0
Mercedes-Benz C-Класс 180 III (W204) Рестайлинг,2012,110000.0,1.8,Бензин,156.0,автомат,белый,купе,задний,1185000.0
LADA (ВАЗ) Kalina II,2013,107997.0,1.6,Бензин,106.0,механика,чёрный,универсал 5 дв.,передний,269000.0
Lexus ES 250 VI Рестайлинг,2016,75938.0,2.5,Бензин,184.0,автомат,коричневый,седан,передний,2049000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,передний,1760000.0
Nissan Primera III (P12),2003,182000.0,2.0,Бензин,140.0,вариатор,серебристый,седан,передний,360000.0
Volkswagen Touareg II Рестайлинг,2015,114514.0,3.6,Бензин,249.0,автомат,белый,внедорожник 5 дв.,полный,2299000.0
Infiniti QX70,2017,129000.0,3.7,Бензин,333.0,автомат,чёрный,внедорожник 5 дв.,полный,2295000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,2360000.0
Volkswagen Caddy III Рестайлинг,2014,138420.0,1.2,Бензин,86.0,механика,серебристый,компактвэн,передний,955000.0
LADA (ВАЗ) 2114,2010,281527.0,1.6,Бензин,81.0,механика,зелёный,хэтчбек 5 дв.,передний,135000.0
Mercedes-Benz G-Класс 350 d III (W463),2021,15.0,2.9,Дизель,249.0,автомат,чёрный,внедорожник 5 дв.,полный,14597000.0
"Mercedes-Benz CLA 200 I (C117, X117) Рестайлинг",2018,76453.0,1.6,Бензин,150.0,робот,синий,седан,передний,1608000.0
Honda Fit III,2016,54580.0,1.5,Гибрид,110.0,робот,чёрный,хэтчбек 5 дв.,передний,1200000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,2360000.0
Audi Q5 II (FY),2019,37509.0,2.0,Бензин,249.0,робот,синий,внедорожник 5 дв.,полный,3347000.0
Hyundai Santa Fe IV Рестайлинг,2021,6162.0,2.2,Дизель,199.0,робот,коричневый,внедорожник 5 дв.,полный,3852500.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,передний,2250000.0
BMW X5 30d III (F15),2018,21454.0,3.0,Дизель,249.0,автомат,чёрный,внедорожник 5 дв.,полный,4639000.0
Audi Q3 I (8U),2013,92000.0,2.0,Бензин,170.0,робот,серый,внедорожник 5 дв.,полный,1195000.0
Audi Q3 35 TFSI II (F3),2019,10543.0,1.4,Бензин,150.0,робот,красный,внедорожник 5 дв.,передний,2869000.0
Lexus RX 300 IV,2018,58468.0,2.0,Бензин,238.0,автомат,чёрный,внедорожник 5 дв.,полный,3200000.0
Hyundai ix35 I,2010,125617.0,2.0,Бензин,150.0,автомат,коричневый,внедорожник 5 дв.,полный,895000.0
Toyota Camry VII (XV50),2012,124000.0,2.5,Бензин,181.0,автомат,белый,седан,передний,1185000.0
Land Rover Discovery IV Рестайлинг,2015,200295.0,3.0,Дизель,249.0,автомат,коричневый,внедорожник 5 дв.,полный,2299000.0
Jeep Grand Cherokee IV (WK2),2010,85000.0,3.6,Бензин,286.0,автомат,чёрный,внедорожник 5 дв.,полный,1195000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Invite,внедорожник 5 дв.,полный,1909000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,2360000.0
Mazda CX-5 II,2017,38289.0,2.5,Бензин,194.0,автомат,синий,внедорожник 5 дв.,полный,2298000.0
Volkswagen Tiguan I,2009,193250.0,2.0,Дизель,140.0,автомат,чёрный,внедорожник 5 дв.,полный,899000.0
Mercedes-Benz GLC 250 d I (X253),2018,40469.0,2.1,Дизель,204.0,автомат,чёрный,внедорожник 5 дв.,полный,3099000.0
Hyundai Grand Starex I,2014,166000.0,2.5,Дизель,145.0,автомат,серый,минивэн,полный,1595000.0
Mitsubishi Outlander III Рестайлинг 3,2021,0.0,2.0,Бензин,146.0,вариатор,Intense+,внедорожник 5 дв.,полный,2360000.0
"Mercedes-Benz S-Класс 500 Long VI (W222, C217)",2013,117170.0,4.7,Бензин,455.0,автомат,белый,седан,полный,3464000.0
"Mercedes-Benz E-Класс 400 V (W213, S213, C238)",2016,71629.0,3.0,Бензин,333.0,автомат,чёрный,седан,полный,3470000.0
Mercedes-Benz GLB 250 I (X247),2020,6455.0,2.0,Бензин,224.0,робот,чёрный,внедорожник 5 дв.,полный,3750000.0
